易发TV,#genre#
韶关公共高清,http://www.kitcc.cn:8887/udp/239.77.0.119:5146

湛江,http://www.kitcc.cn:8887/udp/239.77.0.120:5146

湛江公共,http://www.kitcc.cn:8887/udp/239.77.0.121:5146

湛江公共高清,http://www.kitcc.cn:8887/udp/239.77.0.140:5146

湛江高清,http://www.kitcc.cn:8887/udp/239.77.0.141:5146

揭阳综合,http://www.kitcc.cn:8887/udp/239.77.0.157:5146

揭阳综合高清,http://www.kitcc.cn:8887/udp/239.77.0.229:5146

揭阳公共,http://www.kitcc.cn:8887/udp/239.77.0.158:5146

揭阳公共高清,http://www.kitcc.cn:8887/udp/239.77.0.251:5146

江门综合,http://www.kitcc.cn:8887/udp/239.77.0.195:5146

江门综合高清,http://www.kitcc.cn:8887/udp/239.77.0.201:5146

江门公共,http://www.kitcc.cn:8887/udp/239.77.0.196:5146

江门公共高清,http://www.kitcc.cn:8887/udp/239.77.0.202:5146

江门教育,http://www.kitcc.cn:8887/udp/239.77.0.197:5146

江门教育高清,http://www.kitcc.cn:8887/udp/239.77.0.203:5146

HZTV-1,http://www.kitcc.cn:8887/udp/239.77.0.247:5146

HZTV-1,http://www.kitcc.cn:8887/udp/239.77.1.154:5146

HZTV-1高清,http://www.kitcc.cn:8887/udp/239.77.1.232:5146

HZTV-2,http://www.kitcc.cn:8887/udp/239.77.0.248:5146

HZTV-2,http://www.kitcc.cn:8887/udp/239.77.1.173:5146

HZTV-2高清,http://www.kitcc.cn:8887/udp/239.77.1.233:5146

汕尾1,http://www.kitcc.cn:8887/udp/239.77.1.189:5146

汕尾1高清,http://www.kitcc.cn:8887/udp/239.77.0.25:5146

汕尾2,http://www.kitcc.cn:8887/udp/239.77.1.190:5146

汕尾2高清,http://www.kitcc.cn:8887/udp/239.77.0.187:5146

珠海-1,http://www.kitcc.cn:8887/udp/239.77.1.230:5146

珠海-1高清,http://www.kitcc.cn:8887/udp/239.77.0.155:5146

珠海-2,http://www.kitcc.cn:8887/udp/239.77.1.231:5146

珠海-2高清,http://www.kitcc.cn:8887/udp/239.77.0.154:5146

肇庆综合,http://www.kitcc.cn:8887/udp/239.253.43.3:5146

肇庆综合高清,http://www.kitcc.cn:8887/udp/239.253.43.1:5146

肇庆公共,http://www.kitcc.cn:8887/udp/239.253.43.4:5146

肇庆公共高清,http://www.kitcc.cn:8887/udp/239.253.43.2:5146

河源综合,http://www.kitcc.cn:8887/udp/239.253.43.215:5146

河源综合高清,http://www.kitcc.cn:8887/udp/239.253.43.213:5146

河源公共,http://www.kitcc.cn:8887/udp/239.253.43.216:5146

河源公共高清,http://www.kitcc.cn:8887/udp/239.253.43.214:5146

汕头综合,http://www.kitcc.cn:8887/udp/239.253.43.30:5146

汕头综合高清,http://www.kitcc.cn:8887/udp/239.77.1.130:5146

汕头综合高清,http://www.kitcc.cn:8887/udp/239.253.43.45:5146

汕头经济生活,http://www.kitcc.cn:8887/udp/239.253.43.43:5146

汕头经济生活高清,http://www.kitcc.cn:8887/udp/239.77.1.131:5146

汕头经济生活高清,http://www.kitcc.cn:8887/udp/239.253.43.46:5146

汕头文旅体育,http://www.kitcc.cn:8887/udp/239.253.43.44:5146

汕头文旅体育高清,http://www.kitcc.cn:8887/udp/239.77.1.132:5146

汕头文旅体育高清,http://www.kitcc.cn:8887/udp/239.253.43.47:5146

清远新闻综合,http://www.kitcc.cn:8887/udp/239.253.43.31:5146

清远新闻综合高清,http://www.kitcc.cn:8887/udp/239.253.43.33:5146

清远公共,http://www.kitcc.cn:8887/udp/239.253.43.32:5146

清远公共高清,http://www.kitcc.cn:8887/udp/239.253.43.34:5146

云浮综合,http://www.kitcc.cn:8887/udp/239.253.43.195:5146

云浮综合高清,http://www.kitcc.cn:8887/udp/239.77.0.253:5146

云浮公共,http://www.kitcc.cn:8887/udp/239.253.43.194:5146

云浮公共高清,http://www.kitcc.cn:8887/udp/239.77.0.254:5146

茂名综合,http://www.kitcc.cn:8887/udp/239.77.0.204:5146

茂名综合高清,http://www.kitcc.cn:8887/udp/239.77.0.206:5146

茂名公共,http://www.kitcc.cn:8887/udp/239.77.0.205:5146

茂名公共高清,http://www.kitcc.cn:8887/udp/239.77.0.207:5146

佛山综合,http://www.kitcc.cn:8887/udp/239.253.43.52:5146

佛山综合高清,http://www.kitcc.cn:8887/udp/239.253.43.57:5146

佛山公共,http://www.kitcc.cn:8887/udp/239.253.43.48:5146

佛山公共高清,http://www.kitcc.cn:8887/udp/239.253.43.53:5146

佛山影视,http://www.kitcc.cn:8887/udp/239.253.43.51:5146

佛山影视高清,http://www.kitcc.cn:8887/udp/239.253.43.56:5146

佛山顺德,http://www.kitcc.cn:8887/udp/239.253.43.50:5146

佛山顺德高清,http://www.kitcc.cn:8887/udp/239.253.43.55:5146

佛山南海,http://www.kitcc.cn:8887/udp/239.253.43.49:5146

佛山南海高清,http://www.kitcc.cn:8887/udp/239.253.43.54:5146

中山综合,http://www.kitcc.cn:8887/udp/239.253.43.59:5146

中山综合高清,http://www.kitcc.cn:8887/udp/239.253.43.62:5146

中山公共,http://www.kitcc.cn:8887/udp/239.253.43.60:5146

中山公共高清,http://www.kitcc.cn:8887/udp/239.253.43.63:5146

中山教育,http://www.kitcc.cn:8887/udp/239.253.43.61:5146

中山教育高清,http://www.kitcc.cn:8887/udp/239.253.43.64:5146

CCTV-1综合,http://www.kitcc.cn:8887/udp/239.77.0.30:5146

CCTV-1,http://www.kitcc.cn:8887/udp/239.77.1.20:5146

CCTV-1高清,http://www.kitcc.cn:8887/udp/239.77.1.17:5146

CCTV-1高清,http://www.kitcc.cn:8887/udp/239.77.1.144:5146

CCTV-1高清,http://www.kitcc.cn:8887/udp/239.77.0.86:5146

CCTV-1超清,http://www.kitcc.cn:8887/udp/239.77.0.129:5146

CCTV-2,http://www.kitcc.cn:8887/udp/239.77.0.31:5146

CCTV-2,http://www.kitcc.cn:8887/udp/239.77.1.28:5146

CCTV-2高清,http://www.kitcc.cn:8887/udp/239.77.1.158:5146

CCTV-2高清,http://www.kitcc.cn:8887/udp/239.253.43.17:5146

CCTV-2高清测试,http://www.kitcc.cn:8887/udp/239.77.0.137:5146

CCTV-3综艺,http://www.kitcc.cn:8887/udp/239.0.10.52:5052

CCTV-3综艺,http://www.kitcc.cn:8887/udp/239.77.0.32:5146

CCTV-3高清,http://www.kitcc.cn:8887/udp/239.77.0.169:5146

CCTV-3超清,http://www.kitcc.cn:8887/udp/239.77.0.175:5146

CCTV-4中文国际,http://www.kitcc.cn:8887/udp/239.77.0.33:5146

CCTV-4,http://www.kitcc.cn:8887/udp/239.77.1.41:5146

CCTV-4高清,http://www.kitcc.cn:8887/udp/239.77.1.163:5146

CCTV-4高清,http://www.kitcc.cn:8887/udp/239.77.1.166:5146

CCTV-4高清,http://www.kitcc.cn:8887/udp/239.77.0.78:5146

CCTV-5体育,http://www.kitcc.cn:8887/udp/239.0.10.53:5053

CCTV-5体育,http://www.kitcc.cn:8887/udp/239.77.0.34:5146

CCTV-5高清,http://www.kitcc.cn:8887/udp/239.77.0.170:5146

CCTV-5超清,http://www.kitcc.cn:8887/udp/239.77.0.177:5146

CCTV-5+,http://www.kitcc.cn:8887/udp/239.77.1.146:5146

CCTV-5+高清,http://www.kitcc.cn:8887/udp/239.77.0.87:5146

CCTV-5+高清,http://www.kitcc.cn:8887/udp/239.77.1.31:5146

CCTV-5+高清,http://www.kitcc.cn:8887/udp/239.77.1.147:5146

CCTV-6电影,http://www.kitcc.cn:8887/udp/239.0.10.54:5054

CCTV-6电影,http://www.kitcc.cn:8887/udp/239.77.0.35:5146

CCTV-6高清,http://www.kitcc.cn:8887/udp/239.77.0.171:5146

CCTV-6超清,http://www.kitcc.cn:8887/udp/239.77.0.178:5146

CCTV-7国防军事,http://www.kitcc.cn:8887/udp/239.77.0.36:5146

CCTV-7,http://www.kitcc.cn:8887/udp/239.77.1.24:5146

CCTV-7高清,http://www.kitcc.cn:8887/udp/239.77.1.159:5146

CCTV-7高清,http://www.kitcc.cn:8887/udp/239.77.1.167:5146

CCTV-7高清测试,http://www.kitcc.cn:8887/udp/239.77.0.138:5146

CCTV-8电视剧,http://www.kitcc.cn:8887/udp/239.0.10.55:5055

CCTV-8电视剧,http://www.kitcc.cn:8887/udp/239.77.0.37:5146

CCTV-8高清,http://www.kitcc.cn:8887/udp/239.77.0.172:5146

CCTV-8超清,http://www.kitcc.cn:8887/udp/239.77.0.181:5146

CCTV-9纪录,http://www.kitcc.cn:8887/udp/239.77.0.38:5146

CCTV-9,http://www.kitcc.cn:8887/udp/239.77.1.65:5146

CCTV-9高清,http://www.kitcc.cn:8887/udp/239.77.1.160:5146

CCTV-9高清,http://www.kitcc.cn:8887/udp/239.77.1.168:5146

CCTV-9高清测试,http://www.kitcc.cn:8887/udp/239.77.0.135:5146

CCTV-10科教,http://www.kitcc.cn:8887/udp/239.77.0.39:5146

CCTV-10,http://www.kitcc.cn:8887/udp/239.77.1.25:5146

CCTV-10高清,http://www.kitcc.cn:8887/udp/239.77.1.113:5146

CCTV-10高清,http://www.kitcc.cn:8887/udp/239.77.1.169:5146

CCTV-10高清测试,http://www.kitcc.cn:8887/udp/239.77.0.134:5146

CCTV-11戏曲,http://www.kitcc.cn:8887/udp/239.77.0.40:5146

CCTV-11,http://www.kitcc.cn:8887/udp/239.77.1.42:5146

CCTV-11高清,http://www.kitcc.cn:8887/udp/239.77.1.238:5146

是CCTV-12社会与法,http://www.kitcc.cn:8887/udp/239.77.0.41:5146

CCTV-12,http://www.kitcc.cn:8887/udp/239.77.1.10:5146

CCTV-12高清,http://www.kitcc.cn:8887/udp/239.77.1.109:5146

CCTV-12高清,http://www.kitcc.cn:8887/udp/239.77.1.170:5146

CCTV-12高清测试,http://www.kitcc.cn:8887/udp/239.77.0.136:5146

CCTV-13新闻,http://www.kitcc.cn:8887/udp/239.77.0.42:5146

CCTV-13,http://www.kitcc.cn:8887/udp/239.77.1.26:5146

CCTV-13高清,http://www.kitcc.cn:8887/udp/239.77.0.188:5146

CCTV-13高清,http://www.kitcc.cn:8887/udp/239.253.43.196:5146

CCTV-14少儿,http://www.kitcc.cn:8887/udp/239.77.0.43:5146

CCTV-14,http://www.kitcc.cn:8887/udp/239.77.1.43:5146

CCTV-14高清,http://www.kitcc.cn:8887/udp/239.77.1.161:5146

CCTV-14高清,http://www.kitcc.cn:8887/udp/239.77.1.171:5146

CCTV-14高清测试,http://www.kitcc.cn:8887/udp/239.77.0.133:5146

CCTV-15音乐,http://www.kitcc.cn:8887/udp/239.77.0.44:5146

CCTV-15,http://www.kitcc.cn:8887/udp/239.77.1.11:5146

CCTV-15高清,http://www.kitcc.cn:8887/udp/239.77.1.239:5146

CCTV-16高清,http://www.kitcc.cn:8887/udp/239.77.1.76:5146

CCTV-16 4K,http://www.kitcc.cn:8887/udp/239.77.1.98:5146

CCTV-17农业,http://www.kitcc.cn:8887/udp/239.77.0.115:5146

CCTV-17,http://www.kitcc.cn:8887/udp/239.77.1.123:5146

CCTV-17高清,http://www.kitcc.cn:8887/udp/239.77.1.121:5146

CCTV-17农业高清,http://www.kitcc.cn:8887/udp/239.77.0.198:5146

CCTV-4K 4K,http://www.kitcc.cn:8887/udp/239.77.0.194:5146

CCTV-4K 4K50p,http://www.kitcc.cn:8887/udp/239.77.0.174:5146

CCTV-4K 4K,http://www.kitcc.cn:8887/udp/239.77.0.232:5146

CGTN,http://www.kitcc.cn:8887/udp/239.77.0.45:5146

CGTN,http://www.kitcc.cn:8887/udp/239.77.1.27:5146

CGTN英语高清,http://www.kitcc.cn:8887/udp/239.77.0.199:5146

CGTN西班牙语高清,http://www.kitcc.cn:8887/udp/239.77.0.221:5146

CGTN法语高清,http://www.kitcc.cn:8887/udp/239.77.0.228:5146

CGTN阿拉伯语高清,http://www.kitcc.cn:8887/udp/239.253.43.200:5146

CGTN俄语高清,http://www.kitcc.cn:8887/udp/239.253.43.201:5146

湖南卫视,http://www.kitcc.cn:8887/udp/239.77.0.46:5146

湖南卫视,http://www.kitcc.cn:8887/udp/239.77.1.29:5146

湖南卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.5:5146

湖南卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.129:5146

湖南卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.88:5146

湖南卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.127:5146

浙江卫视,http://www.kitcc.cn:8887/udp/239.77.0.47:5146

浙江卫视,http://www.kitcc.cn:8887/udp/239.77.1.32:5146

浙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.33:5146

浙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.150:5146

浙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.89:5146

浙江卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.125:5146

江苏卫视,http://www.kitcc.cn:8887/udp/239.77.0.48:5146

江苏卫视,http://www.kitcc.cn:8887/udp/239.77.1.40:5146

江苏卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.18:5146

江苏卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.149:5146

江苏卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.90:5146

江苏卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.126:5146

东方卫视,http://www.kitcc.cn:8887/udp/239.77.0.49:5146

东方卫视,http://www.kitcc.cn:8887/udp/239.77.1.48:5146

东方卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.218:5146

东方卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.156:5146

东方卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.98:5146

安徽卫视,http://www.kitcc.cn:8887/udp/239.77.0.50:5146

安徽卫视,http://www.kitcc.cn:8887/udp/239.77.1.13:5146

安徽卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.92:5146

安徽卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.157:5146

安徽卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.183:5146

北京卫视,http://www.kitcc.cn:8887/udp/239.77.0.51:5146

北京卫视,http://www.kitcc.cn:8887/udp/239.77.1.14:5146

北京卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.4:5146

北京卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.151:5146

北京卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.91:5146

天津卫视,http://www.kitcc.cn:8887/udp/239.77.0.52:5146

天津卫视,http://www.kitcc.cn:8887/udp/239.77.1.37:5146

天津卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.141:5146

天津卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.182:5146

天津卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.97:5146

天津卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.131:5146

山东卫视,http://www.kitcc.cn:8887/udp/239.77.0.53:5146

山东卫视,http://www.kitcc.cn:8887/udp/239.77.1.66:5146

山东卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.142:5146

山东卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.153:5146

山东卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.94:5146

山东卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.132:5146

江西卫视,http://www.kitcc.cn:8887/udp/239.77.0.54:5146

江西卫视,http://www.kitcc.cn:8887/udp/239.77.1.73:5146

江西卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.219:5146

江西卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.149:5146

湖北卫视,http://www.kitcc.cn:8887/udp/239.77.0.56:5146

湖北卫视,http://www.kitcc.cn:8887/udp/239.77.1.44:5146

湖北卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.93:5146

湖北卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.174:5146

湖北卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.95:5146

湖北卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.128:5146

辽宁卫视,http://www.kitcc.cn:8887/udp/239.77.0.57:5146

辽宁卫视,http://www.kitcc.cn:8887/udp/239.77.1.62:5146

辽宁卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.103:5146

辽宁卫视 高清,http://www.kitcc.cn:8887/udp/239.77.0.123:5146

辽宁卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.161:5146

黑龙江卫视,http://www.kitcc.cn:8887/udp/239.77.0.58:5146

黑龙江卫视,http://www.kitcc.cn:8887/udp/239.77.1.71:5146

黑龙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.6:5146

黑龙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.179:5146

黑龙江卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.93:5146

黑龙江卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.124:5146

贵州卫视,http://www.kitcc.cn:8887/udp/239.77.0.59:5146

贵州卫视,http://www.kitcc.cn:8887/udp/239.77.1.61:5146

贵州卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.221:5146

贵州卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.230:5146

四川卫视,http://www.kitcc.cn:8887/udp/239.77.0.60:5146

四川卫视,http://www.kitcc.cn:8887/udp/239.77.1.30:5146

四川卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.215:5146

四川卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.159:5146

四川卫视超清,http://www.kitcc.cn:8887/udp/239.77.0.163:5146

河南卫视,http://www.kitcc.cn:8887/udp/239.77.0.61:5146

河南卫视,http://www.kitcc.cn:8887/udp/239.77.1.58:5146

河南卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.229:5146

河南卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.17:5146

云南卫视,http://www.kitcc.cn:8887/udp/239.77.0.62:5146

云南卫视,http://www.kitcc.cn:8887/udp/239.77.1.72:5146

云南卫视高清,http://www.kitcc.cn:8887/udp/239.253.43.37:5146

重庆卫视,http://www.kitcc.cn:8887/udp/239.77.0.63:5146

重庆卫视,http://www.kitcc.cn:8887/udp/239.77.1.16:5146

重庆卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.162:5146

重庆卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.210:5146

重庆卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.182:5146

河北卫视,http://www.kitcc.cn:8887/udp/239.77.0.64:5146

河北卫视,http://www.kitcc.cn:8887/udp/239.77.1.60:5146

河北卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.214:5146

河北卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.148:5146

东南卫视,http://www.kitcc.cn:8887/udp/239.77.0.65:5146

东南卫视,http://www.kitcc.cn:8887/udp/239.77.1.1:5146

东南卫视,http://www.kitcc.cn:8887/udp/239.77.1.213:5146

东南卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.104:5146

福建东南卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.146:5146

广西卫视,http://www.kitcc.cn:8887/udp/239.77.0.66:5146

广西卫视,http://www.kitcc.cn:8887/udp/239.77.1.59:5146

广西卫视高清,http://www.kitcc.cn:8887/udp/239.253.43.36:5146

广西卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.139:5146

吉林卫视,http://www.kitcc.cn:8887/udp/239.77.0.67:5146

吉林卫视,http://www.kitcc.cn:8887/udp/239.77.1.45:5146

吉林卫视高清,http://www.kitcc.cn:8887/udp/239.77.1.111:5146

吉林卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.150:5146

陕西卫视,http://www.kitcc.cn:8887/udp/239.77.0.68:5146

陕西卫视,http://www.kitcc.cn:8887/udp/239.77.1.54:5146

山西卫视,http://www.kitcc.cn:8887/udp/239.77.0.69:5146

山西卫视,http://www.kitcc.cn:8887/udp/239.77.1.74:5146

内蒙古卫视,http://www.kitcc.cn:8887/udp/239.77.0.70:5146

内蒙古卫视,http://www.kitcc.cn:8887/udp/239.77.1.55:5146

青海卫视,http://www.kitcc.cn:8887/udp/239.77.0.71:5146

青海卫视,http://www.kitcc.cn:8887/udp/239.77.1.70:5146

海南卫视,http://www.kitcc.cn:8887/udp/239.77.0.72:5146

海南卫视,http://www.kitcc.cn:8887/udp/239.77.1.51:5146

海南卫视高清,http://www.kitcc.cn:8887/udp/239.253.43.35:5146

宁夏卫视,http://www.kitcc.cn:8887/udp/239.77.0.73:5146

宁夏卫视,http://www.kitcc.cn:8887/udp/239.77.1.47:5146

西藏卫视,http://www.kitcc.cn:8887/udp/239.77.0.74:5146

西藏卫视,http://www.kitcc.cn:8887/udp/239.77.1.49:5146

新疆卫视,http://www.kitcc.cn:8887/udp/239.77.0.75:5146

新疆卫视,http://www.kitcc.cn:8887/udp/239.77.1.53:5146

甘肃卫视,http://www.kitcc.cn:8887/udp/239.77.0.76:5146

甘肃卫视,http://www.kitcc.cn:8887/udp/239.77.1.57:5146

甘肃卫视高清,http://www.kitcc.cn:8887/udp/239.77.0.189:5146

兵团卫视,http://www.kitcc.cn:8887/udp/239.77.0.77:5146

兵团卫视,http://www.kitcc.cn:8887/udp/239.77.1.80:5146

厦门卫视,http://www.kitcc.cn:8887/udp/239.77.0.96:5146

三沙卫视,http://www.kitcc.cn:8887/udp/239.77.0.152:5146

三沙卫视,http://www.kitcc.cn:8887/udp/239.77.1.117:5146

吉林延边卫视,http://www.kitcc.cn:8887/udp/239.77.0.10:5146

延边卫视,http://www.kitcc.cn:8887/udp/239.77.1.99:5146

风云足球高清,http://www.kitcc.cn:8887/udp/239.253.43.20:5146

风云足球高清,http://www.kitcc.cn:8887/udp/239.253.43.14:5146

高尔夫网球高清,http://www.kitcc.cn:8887/udp/239.253.43.22:5146

高尔夫网球高清,http://www.kitcc.cn:8887/udp/239.253.43.12:5146

央视文化精品高清,http://www.kitcc.cn:8887/udp/239.253.43.27:5146

央视文化精品高清,http://www.kitcc.cn:8887/udp/239.253.43.13:5146

风云音乐高清,http://www.kitcc.cn:8887/udp/239.253.43.29:5146

风云音乐高清,http://www.kitcc.cn:8887/udp/239.253.43.6:5146

第一剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.28:5146

第一剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.15:5146

怀旧剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.25:5146

怀旧剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.5:5146

风云剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.26:5146

风云剧场高清,http://www.kitcc.cn:8887/udp/239.253.43.16:5146

世界地理高清,http://www.kitcc.cn:8887/udp/239.253.43.24:5146

世界地理高清,http://www.kitcc.cn:8887/udp/239.253.43.7:5146

电视指南高清,http://www.kitcc.cn:8887/udp/239.253.43.19:5146

电视指南高清,http://www.kitcc.cn:8887/udp/239.253.43.10:5146

兵器科技高清,http://www.kitcc.cn:8887/udp/239.253.43.18:5146

兵器科技高清,http://www.kitcc.cn:8887/udp/239.253.43.9:5146

女性时尚高清,http://www.kitcc.cn:8887/udp/239.253.43.23:5146

女性时尚高清,http://www.kitcc.cn:8887/udp/239.253.43.8:5146

央视台球高清,http://www.kitcc.cn:8887/udp/239.253.43.21:5146

央视台球高清,http://www.kitcc.cn:8887/udp/239.253.43.11:5146

老故事,http://www.kitcc.cn:8887/udp/239.77.0.220:5146

老故事,http://www.kitcc.cn:8887/udp/239.77.1.197:5146

中学生,http://www.kitcc.cn:8887/udp/239.77.1.195:5146

CHC高清电影,http://www.kitcc.cn:8887/udp/239.77.0.27:5146

卡酷少儿,http://www.kitcc.cn:8887/udp/239.77.0.79:5146

卡酷少儿,http://www.kitcc.cn:8887/udp/239.77.1.50:5146

金鹰卡通,http://www.kitcc.cn:8887/udp/239.77.0.80:5146

金鹰卡通,http://www.kitcc.cn:8887/udp/239.77.1.52:5146

金鹰卡通高清,http://www.kitcc.cn:8887/udp/239.77.0.164:5146

哈哈炫动,http://www.kitcc.cn:8887/udp/239.77.0.81:5146

哈哈炫动,http://www.kitcc.cn:8887/udp/239.77.1.139:5146

优漫卡通,http://www.kitcc.cn:8887/udp/239.77.0.222:5146

优漫卡通,http://www.kitcc.cn:8887/udp/239.77.1.79:5146

CETV-1,http://www.kitcc.cn:8887/udp/239.77.0.82:5146

CETV-1,http://www.kitcc.cn:8887/udp/239.77.1.46:5146

CETV-1高清,http://www.kitcc.cn:8887/udp/239.77.1.222:5146

中国教育-1高清,http://www.kitcc.cn:8887/udp/239.77.0.200:5146

CETV-2,http://www.kitcc.cn:8887/udp/239.77.0.28:5146

CETV-2,http://www.kitcc.cn:8887/udp/239.77.1.69:5146

CETV-4,http://www.kitcc.cn:8887/udp/239.77.0.29:5146

CETV-4,http://www.kitcc.cn:8887/udp/239.77.1.68:5146

早期教育高清,http://www.kitcc.cn:8887/udp/239.77.0.180:5146

山东教育,http://www.kitcc.cn:8887/udp/239.77.0.83:5146

山东教育卫视,http://www.kitcc.cn:8887/udp/239.77.1.35:5146

财富天下,http://www.kitcc.cn:8887/udp/239.77.0.113:5146

财富天下,http://www.kitcc.cn:8887/udp/239.77.1.81:5146

中国交通,http://www.kitcc.cn:8887/udp/239.77.1.249:5146

中国天气,http://www.kitcc.cn:8887/udp/239.77.1.143:5146

茶,http://www.kitcc.cn:8887/udp/239.77.0.15:5146

茶频道高清,http://www.kitcc.cn:8887/udp/239.77.1.207:5146

快乐垂钓,http://www.kitcc.cn:8887/udp/239.77.0.145:5146

快乐垂钓高清,http://www.kitcc.cn:8887/udp/239.77.1.119:5146

冬奥纪实高清,http://www.kitcc.cn:8887/udp/239.77.1.110:5146

金鹰纪实高清,http://www.kitcc.cn:8887/udp/239.77.1.217:5146

金鹰纪实高清测试,http://www.kitcc.cn:8887/udp/239.77.0.160:5146

金鹰纪实超清测试,http://www.kitcc.cn:8887/udp/239.77.0.162:5146

上海纪实高清,http://www.kitcc.cn:8887/udp/239.77.1.216:5146

上海纪实高清,http://www.kitcc.cn:8887/udp/239.77.0.147:5146

环球奇观,http://www.kitcc.cn:8887/udp/239.77.0.224:5146

环球奇观,http://www.kitcc.cn:8887/udp/239.77.1.198:5146

书画频道,http://www.kitcc.cn:8887/udp/239.77.1.115:5146

DOXTV,http://www.kitcc.cn:8887/udp/239.77.1.155:5146

优优宝贝,http://www.kitcc.cn:8887/udp/239.77.1.193:5146

优优宝贝,http://www.kitcc.cn:8887/udp/239.253.43.39:5146

中华特产,http://www.kitcc.cn:8887/udp/239.77.1.204:5146

四海钓鱼,http://www.kitcc.cn:8887/udp/239.77.1.137:5146

环球旅游,http://www.kitcc.cn:8887/udp/239.77.1.202:5146

生态环境,http://www.kitcc.cn:8887/udp/239.77.1.201:5146

生态环境,http://www.kitcc.cn:8887/udp/239.253.43.42:5146

车迷频道,http://www.kitcc.cn:8887/udp/239.77.1.203:5146

车迷频道,http://www.kitcc.cn:8887/udp/239.253.43.41:5146

GTV网络棋牌,http://www.kitcc.cn:8887/udp/239.253.43.38:5146

新动漫,http://www.kitcc.cn:8887/udp/239.77.1.136:5146

